BW,EGPb,Gb,Ib,kabs,kmax,kmin,b,d,Vg,Vi,Ipb,Vmx,Km0,k2,k1,p2u,m1,m5,CL,m2,m4,m30,Ilb,ki,kp2,kp3,Gpb,Gtb,Vm0,Rdb,PCRb,kd,ksc,ka1,ka2,u2ss,isc1ss,isc2ss,kp1
77.65972317922,2.754780102231449,149.22503950481337,111.06927901838692,0.01570256333242795,0.05377161422916618,0.001997447630381722,0.6971926197251963,0.2372856566071214,1.9394280495264775,0.050957862475191136,4.9654744251112195,0.08448518204049428,270.2798553321705,0.1809176814992955,0.06376328717192287,0.030660585037278115,0.15196583561930802,0.021804285133769665,1.0589318930946323,0.2966086540544096,0.11864346128038564,0.22794876047542495,4.2631990671659885,0.011435281832577766,0.002203236049893832,0.009361298160012823,288.5003153916833,106.9675626970171,7.397676241930924,2.754780095200935,0.018389227165200618,0.018916288348946583,0.07773443239218242,0.0034143985540314257,0.01049435194941455,1.4014209402094584,57.21929489805615,121.10054940609464,4.5570619768172556
93.13296311442863,1.9815281922698733,140.35026038101367,96.48518910201604,0.20567583740767806,0.04577352354595679,0.01170301956021538,0.7881380073709939,0.1174988768624563,2.0189252305466914,0.04061167427902599,4.2255757838636425,0.02698658866942064,207.11699349989365,0.13746952282349542,0.05039637161679329,0.02527355595451399,0.21236003177028423,0.018331800963486442,1.3701781156714834,0.33419241718041903,0.13367696641649543,0.3185400489397877,2.784381031499806,0.007261143095244123,0.004220864900016663,0.0015086174221825548,285.6956013185804,108.3014179649065,3.622298545840828,1.9815282394956057,0.014275981578228417,0.012643466534280756,0.06510337605864985,0.0029774631856533578,0.015237157485734036,1.5794372660128633,101.47705990507832,87.12103841477533,3.21500301878548
92.99090378285526,2.6527635927942015,137.79146644544292,97.4343989971671,0.3259622652191465,0.043796793968035784,0.010417682716028468,0.844073172348288,0.07364260547541998,1.9373067948187903,0.07126035166426273,7.334109777434911,0.057845084963067846,228.77926479178973,0.1029479969539237,0.0852575853166601,0.04648695654973394,0.3087698566796741,0.04948100607477769,1.3258133195378226,0.1812070932200499,0.07248283735361008,0.4631547811803257,1.4524345938096415,0.010742844341291287,0.003628483919823086,0.008605701315862972,266.96454795025045,213.27681191490555,3.0827179847532076,2.6527635898076496,0.01923118883174943,0.014501664396148339,0.07048015795247639,0.001970295684471866,0.007728170180561107,1.4844686518397965,93.30729222876197,133.762838919057,4.428944178980919
86.73489419352006,2.820078347668328,147.09421481051518,87.29944041672776,0.11723512762349185,0.05149363715566955,0.010244572507881968,0.7190249621500087,0.06707550115170738,1.86079030311917,0.06935108506380003,6.218590876126944,0.09046644352014913,242.2304539867556,0.09249094277533623,0.06748035700503717,0.028608987404782668,0.24863069041047936,0.043425540420702,1.1833224755314482,0.19412563809954492,0.07765025611593969,0.372946037043795,1.7276420323455688,0.006606580438995544,0.004883086862627903,0.009100850814588501,275.2162604850569,161.80680198019812,4.744637468314112,2.8200783054635696,0.019231951701207728,0.018093571726826817,0.0920936956853076,0.0030298544563667684,0.013252090825355455,1.1950612907574203,56.33398368507346,76.14426459954265,4.925020305671172
74.62132108075951,2.9602079199284375,141.19657787384955,120.24313029748654,0.2679932096255221,0.058599475305954454,0.013410003993342294,0.7578056455239145,0.07226776169009898,1.8125661849844434,0.059874521574676064,6.616088764122776,0.12187493927664239,202.54185307447787,0.15755663207841686,0.09839040610830632,0.05169130386318514,0.3065623421064645,0.03628291946735076,1.2437509434912888,0.30459175505892305,0.12183670115814216,0.4598435065328472,2.9599847278772518,0.015336697440544656,0.0022130050453022044,0.002244225194401709,256.14417533752214,195.70786021049543,5.44434460335646,2.9602078829168983,0.020794202065591617,0.01736909339467295,0.060716329936798236,0.003973313339416166,0.013433885278650214,1.9834063959360786,103.35552360135969,105.8311764547945,3.85585146945395
75.17459976045647,2.950588663341533,143.00148637929578,123.29147645244421,0.341037679112761,0.037695233685945795,0.010984509710403947,0.8760768219076849,0.10738263029121177,1.7666848822309749,0.06682796911073595,7.686025830022715,0.08515630502818705,228.8408025512075,0.09743257902182523,0.07746039448468237,0.05088232504756707,0.223155975360912,0.04032777509100889,1.132467549634025,0.24714749075862785,0.09885899828063979,0.33473396193897675,3.8256019128355665,0.012754001186465932,0.003983712275934985,0.012275076355107386,252.23627781437588,214.5944506808756,5.190064632053285,2.950588755511412,0.02054202783621438,0.016873860764356177,0.09085342760741476,0.0030754058422761774,0.013026571654390683,1.9383976937473733,107.6191935514359,121.50613919683992,5.308852307275369
118.63916095822347,2.3267118135572074,127.69192622521624,112.56341061008818,0.27928319637168686,0.033114898330117916,0.009430079346373493,0.742646243862804,0.1614724280972448,1.597497087400853,0.055959400558221004,6.634663307765528,0.028346026445193302,209.5076308941613,0.032754886116982324,0.0715129917841929,0.03780161196676682,0.21588856259622421,0.031249374091037733,1.3432586354963185,0.19706865879012608,0.07882746388663034,0.32383284239877286,2.295372397028685,0.0020411371007146998,0.007345259689923394,0.01478993656343432,200.04956200947214,201.9394729417961,1.1455990403640737,2.3267118101449276,0.018156018149813075,0.01327511180153233,0.11067355083647007,0.002586665700105883,0.015794901045126743,1.366502022955164,89.26715657867038,84.77868415570448,5.465698317521162
88.33336056411446,2.369808256744431,140.83002959326677,112.53472743476165,0.20345623131042198,0.042493954958799936,0.007941525268929486,0.7383025741899713,0.20850507695547965,1.836949879180461,0.03865977256868948,4.359327205424194,0.062148858104722704,219.0254639670635,0.1791439902313703,0.06581875395160575,0.02927617011926739,0.21565321521507608,0.01513445495143168,1.17460508915212,0.34206550548691284,0.13682620322162303,0.323479828377763,3.306589586180731,0.008651993205747645,0.0034033921758125077,0.004019345745097339,259.4961892418064,80.58811418023849,5.348637499564792,2.369808258213171,0.01688893112698883,0.015514737062750172,0.09446342120632542,0.004405354295223421,0.020452643150972102,1.4850250443301127,74.00015121253072,49.222377140130334,3.752510839647064
83.82566673238209,2.411574499782612,138.4999265146264,128.63387479822475,0.45281721968568456,0.026399960658876682,0.009702147589164973,0.9078879546398272,0.20763188463190768,1.8513755106902374,0.04632978426282057,6.157748854355931,0.05628679490066121,219.40879801988882,0.12292177342938641,0.06164364421305158,0.034500229400605126,0.15810667164172626,0.024182439929182627,1.1081931783789083,0.30654955429121966,0.12261982232990658,0.23716001086712118,4.529509529111853,0.008717686296515065,0.003260715248221485,0.008363259442553988,256.4949560441357,137.4025487927549,4.59903016691373,2.4115744597361237,0.01751806518783601,0.014382191955944557,0.09851894236102016,0.003344260815446618,0.017256808385181028,1.7820814687920472,101.9778683464275,96.89892357317756,4.285953678829926
106.48162765882432,2.2626739145362174,128.8262274969872,94.30442989271546,0.20948744989092696,0.052095005934671826,0.010144907132637031,0.6401135947138727,0.11084623422049049,1.8011136964391887,0.07324297709017674,7.316947691090836,0.04217861249625874,212.26903474697053,-0.0032531230414558077,0.09041580042160137,0.04214879269176481,0.2766073671475646,0.04650727902327448,1.4533717936542394,0.15967005121088257,0.06386802147107346,0.41491105381393545,1.7020012947609662,0.002129132556368406,0.00575198981231762,0.009353673187055817,230.8684360843054,294.4106411592499,-1.1517671346533014,2.262673887920779,0.017456460832120137,0.014521960786128604,0.05884862198443923,0.001436528954530893,0.00655149213591787,1.461964256098306,98.1761786196411,157.58170934030383,4.431663746375084
82.38811675518204,2.458478088750916,150.27168606741532,109.4163461541466,-0.22337700833720942,0.05919394676158782,0.0013605229282496762,0.5788792923457682,0.25953242019224104,1.8131498632033498,0.030878438021256227,2.7371710213488205,0.05380406536379582,254.6640638875159,0.2179142673577007,0.049157583658921686,0.02843223782196592,0.1424503608450614,-0.002628114076166227,1.1482724170357685,0.40376145900683086,0.16150458289817599,0.21367554511072734,4.50297610263172,0.011030699596988863,0.004187766096547106,0.00796532766032103,273.3392745523475,44.0092327006479,8.061834113452882,2.458478111587184,0.01607343921416818,0.018212566102731316,0.08563924346987511,0.004789142041757021,0.018378994713582866,1.4904042259369752,62.04331614827255,64.18250263479045,4.496238398187597
